Rk,Season,Team,Lg,BtRuns,GP,W,L,WL%,Bat#,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GIDP,HBP,SH,SF,IBB,LOB,R/Gm,XBH,TOB,TOBwe,Outs,RC,BAbip,RP,BtRuns.1,BtWins,ISO,AB/SO,SB%,SBatt,Hitting AIR,franchise,Rk_pit,Team_pit,Lg_pit,W_pit,GP_pit,W.1,L_pit,WL%_pit,ERA,G,CG,SHO,SV,IP,H_pit,R_pit,ER,HR_pit,BB_pit,IBB_pit,SO_pit,HBP_pit,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,PtchR,PtchW,WPA,WPA/LI,Clutch,RE24,REW,aLI,elo_start,elo_end,elo_delta,BtRuns/G,PtchR/G,RC/G,RA/G,RunDiff/G,BB%,SO%,HR%,XBH%,SV/G,WPA/G,Clutch/G,RE24/G,wl
179,2024,CHC,NL,9,162,83,79,0.512,26,6116,5441,736,1318,866,253,29,170,696,143,30,546,1362,0.242,0.317,0.393,0.71,100,2139,89,70,17,41,19,1105,4.5,452,1934,1962,4300,723,0.291,1262,9,0.8,0.151,4.0,82.7,173,93,CHC,216,CHC,NL,83,162,83,79,0.512,3.78,162,1,0,38,1432.1,1302,669,602,181,485,7,1348,48,6,40,6032,106,4.04,1.248,8.2,1.1,3.0,8.5,2.78,31,3.7,2.7,6.9,,44.14,5.3,0.0,1506.3106865163634,1521.9070034242743,15.596316907910932,0.05555555555555555,0.19135802469135801,4.462962962962963,4.12962962962963,0.37037037037037024,0.08927403531720078,0.22269457161543493,0.02779594506213211,0.07390451275343361,0.2345679012345679,0.016666666666666666,,0.2724691358024691,0.512
180,2022,SFG,NL,9,162,81,81,0.5,38,6117,5392,716,1261,805,255,18,183,683,64,16,571,1462,0.234,0.315,0.39,0.705,100,2101,109,95,6,53,14,1115,4.4,456,1927,1963,4315,695,0.284,1216,9,0.9,0.156,3.7,80.0,80,91,SFG,243,SFG,NL,81,162,81,81,0.5,3.85,162,1,0,39,1433.0,1397,697,613,132,441,16,1370,52,2,53,6070,103,3.43,1.283,8.8,0.8,2.8,8.6,3.11,6,1.1,1.4,5.0,,8.11,1.3,0.0,1543.855588914756,1518.711495304591,-25.1440936101651,0.05555555555555555,0.037037037037037035,4.290123456790123,4.302469135802469,0.09753086419753121,0.09334641163969266,0.23900604871669118,0.029916625796959292,0.07454634624816087,0.24074074074074073,0.008641975308641974,,0.050061728395061726,0.5
181,2016,LAA,AL,9,162,74,88,0.457,41,6041,5431,717,1410,955,279,20,156,686,73,34,471,991,0.26,0.322,0.405,0.726,100,2197,147,51,36,49,21,1037,4.4,455,1932,1988,4287,720,0.289,1247,9,0.7,0.145,5.5,68.2,107,98,LAA,340,LAA,AL,74,162,74,88,0.457,4.28,162,4,3,29,1421.1,1480,727,676,208,498,27,1136,56,10,47,6120,94,4.62,1.392,9.4,1.3,3.2,7.2,2.28,-42,-3.6,-7.0,-8.8,-2340.5,-29.04,-2.4,0.0,1505.2990549147391,1500.1082678761932,-5.190787038545977,0.05555555555555555,-0.25925925925925924,4.444444444444445,4.487654320987654,-0.08765432098765391,0.07796722396954146,0.16404568780003312,0.025823539149147492,0.07531865585168018,0.17901234567901234,-0.043209876543209874,-14.447530864197532,-0.17925925925925926,0.457
182,2026,BAL,AL,8,114,56,58,0.491,27,4305,3777,515,887,573,166,16,132,497,62,25,439,1050,0.235,0.319,0.392,0.711,101,1481,78,42,15,30,12,776,4.5,314,1368,1385,3038,490,0.288,880,8,0.7,0.157,3.6,71.3,87,92,BAL,485,BAL,AL,56,114,56,58,0.491,4.21,114,0,0,30,1015.2,983,545,475,123,381,11,905,28,1,37,4357,100,4.09,1.343,8.7,1.1,3.4,8.0,2.38,-13,-1.0,-1.8,0.6,,-29.86,-2.4,0.0,1490.5853251491387,1495.5739220084408,4.988596859302106,0.07017543859649122,-0.11403508771929824,4.298245614035087,4.780701754385965,-0.2807017543859649,0.10197444831591174,0.24390243902439024,0.030662020905923345,0.07293844367015098,0.2631578947368421,-0.015789473684210527,,-0.2619298245614035,0.491
183,2026,MIN,AL,8,115,56,59,0.487,19,4339,3867,535,940,603,183,18,136,508,69,29,372,931,0.243,0.316,0.405,0.722,102,1567,69,59,6,34,7,763,4.7,337,1371,1405,3065,514,0.284,907,8,0.7,0.162,4.2,70.4,98,94,MIN,486,MIN,AL,56,115,56,59,0.487,4.63,115,1,1,31,1014.2,980,571,522,133,421,10,942,52,6,31,4431,92,4.34,1.381,8.7,1.2,3.7,8.4,2.24,-43,-3.8,-2.0,-3.7,,-55.33,-4.9,0.0,1476.9879578207715,1479.950118625164,2.962160804392397,0.06956521739130435,-0.3739130434782609,4.469565217391304,4.965217391304348,-0.26521739130434785,0.08573404010140585,0.2145655681032496,0.031343627563954826,0.07766766536068219,0.26956521739130435,-0.017391304347826087,,-0.4811304347826087,0.487
184,2017,NYM,NL,8,162,70,92,0.432,52,6169,5510,735,1379,841,286,28,224,713,58,23,529,1291,0.25,0.32,0.434,0.755,101,2393,118,57,36,37,31,1099,4.5,538,1965,2009,4345,793,0.286,1224,8,0.6,0.184,4.3,71.6,81,103,NYM,386,NYM,NL,70,162,70,92,0.432,5.01,162,2,0,34,1434.2,1538,863,799,220,593,51,1374,55,5,55,6378,83,4.59,1.485,9.6,1.4,3.7,8.6,2.32,-145,-13.4,-8.9,-9.9,-180.3,-150.03,-14.4,0.05,1509.0607141759735,1460.0283578523563,-49.03235632361725,0.04938271604938271,-0.8950617283950617,4.895061728395062,5.327160493827161,-0.8271604938271606,0.08575133733182039,0.20927216728805317,0.03631058518398444,0.08721024477224834,0.20987654320987653,-0.05493827160493828,-1.112962962962963,-0.9261111111111111,0.432
185,2015,TBR,AL,8,162,80,82,0.494,45,6071,5485,644,1383,906,278,32,167,612,87,45,436,1310,0.252,0.314,0.406,0.72,100,2226,121,84,19,47,22,1075,4.0,477,1903,1942,4334,711,0.3,1089,8,0.6,0.154,4.2,65.9,132,95,TBR,263,TBR,AL,80,162,80,82,0.494,3.74,162,1,1,60,1453.1,1314,642,604,175,477,23,1355,46,5,81,6069,105,3.91,1.232,8.1,1.1,3.0,8.4,2.84,34,3.8,5.3,5.7,1755.7,47.42,5.2,0.0,1502.6194947802412,1503.7126643853742,1.093169605132971,0.04938271604938271,0.20987654320987653,4.388888888888889,3.962962962962963,0.0370370370370372,0.07181683412946796,0.2157799374073464,0.027507824081699883,0.07857025201778949,0.37037037037037035,0.03271604938271605,10.837654320987655,0.29271604938271606,0.494
186,2014,OAK,AL,7,162,88,74,0.543,39,6245,5545,729,1354,922,253,33,146,686,83,20,586,1104,0.244,0.32,0.381,0.7,100,2111,118,49,19,43,34,1147,4.5,432,1989,2051,4391,706,0.278,1269,7,0.5,0.137,5.0,80.6,103,91,ATH,157,OAK,AL,88,162,88,74,0.543,3.22,162,7,3,31,1463.1,1269,572,524,147,406,28,1244,48,1,59,5972,116,3.67,1.145,7.8,0.9,2.5,7.7,3.06,84,9.0,5.6,9.0,1384.8,96.61,10.8,0.0,1533.4533296730374,1536.7731150253544,3.3197853523170124,0.043209876543209874,0.5185185185185185,4.3580246913580245,3.5308641975308643,0.9691358024691357,0.09383506805444355,0.17678142514011208,0.023378702962369897,0.06917534027221778,0.19135802469135801,0.0345679012345679,8.548148148148147,0.596358024691358,0.543
187,2025,DET,AL,6,162,87,75,0.537,25,6093,5456,758,1346,868,244,36,198,724,61,16,511,1454,0.247,0.316,0.413,0.73,101,2256,90,65,5,50,12,1062,4.7,478,1922,1948,4271,742,0.298,1284,6,0.5,0.167,3.8,79.2,77,97,DET,164,DET,AL,87,162,87,75,0.537,3.95,162,1,1,40,1436.1,1309,691,630,187,485,14,1375,59,4,50,6034,106,4.05,1.249,8.2,1.2,3.0,8.6,2.84,31,3.9,6.4,2.8,,37.81,4.8,0.0,1504.4600608906906,1499.2333638352045,-5.226697055486284,0.037037037037037035,0.19135802469135801,4.580246913580247,4.265432098765432,0.43456790123456823,0.0838667323157722,0.2386344986049565,0.03249630723781388,0.07845068110946989,0.24691358024691357,0.03950617283950617,,0.23339506172839508,0.537
188,2024,OAK,AL,6,162,69,93,0.426,23,6034,5432,643,1267,812,240,19,196,619,98,26,493,1502,0.233,0.301,0.393,0.694,101,2133,105,53,19,37,11,1073,4.0,455,1813,1844,4352,670,0.284,1066,6,0.4,0.159,3.6,79.0,124,88,ATH,393,OAK,AL,69,162,69,93,0.426,4.37,162,1,1,35,1436.2,1385,764,698,169,530,34,1263,92,7,60,6161,91,4.24,1.333,8.7,1.1,3.3,7.9,2.38,-65,-6.0,-3.1,-3.6,,-66.85,-5.8,0.0,1441.3509787285766,1439.501107463057,-1.849871265519596,0.037037037037037035,-0.4012345679012346,4.135802469135802,4.716049382716049,-0.716049382716049,0.08170367915147497,0.2489227709645343,0.03248259860788863,0.07540603248259861,0.21604938271604937,-0.019135802469135803,,-0.4126543209876543,0.426
189,2023,STL,NL,6,162,71,91,0.438,30,6204,5510,719,1376,891,264,12,209,697,101,29,570,1326,0.25,0.326,0.416,0.742,101,2291,122,70,13,37,17,1183,4.4,485,2016,2055,4335,767,0.291,1207,6,0.5,0.166,4.2,77.7,130,101,STL,372,STL,NL,71,162,71,91,0.438,4.79,162,0,0,36,1428.2,1549,829,760,179,530,6,1215,63,7,62,6273,92,4.43,1.455,9.8,1.1,3.3,7.7,2.29,-67,-5.9,-5.7,-7.4,,-68.15,-6.1,0.0,1521.9823259007217,1474.5130296550117,-47.46929624571021,0.037037037037037035,-0.41358024691358025,4.734567901234568,5.117283950617284,-0.7172839506172837,0.09187620889748549,0.2137330754352031,0.03368794326241135,0.07817537072856222,0.2222222222222222,-0.03518518518518519,,-0.42067901234567906,0.438
190,2020,OAK,AL,6,60,36,24,0.6,19,2201,1908,274,430,257,91,11,71,264,26,3,238,524,0.225,0.322,0.396,0.718,100,756,44,39,2,14,5,401,4.6,173,707,719,1541,259,0.271,467,6,0.5,0.171,3.6,89.7,29,95,ATH,515,OAK,AL,36,60,36,24,0.6,3.77,60,1,1,17,515.1,471,232,216,69,165,6,506,15,1,16,2164,112,4.02,1.234,8.2,1.2,2.9,8.8,3.07,28,3.1,6.5,4.4,,41.1,4.5,0.0,1541.0414834950975,1545.1341873922684,4.09270389717085,0.1,0.4666666666666667,4.316666666666666,3.8666666666666667,0.733333333333333,0.1081326669695593,0.2380736029077692,0.03225806451612903,0.07860063607451158,0.2833333333333333,0.10833333333333334,,0.685,0.6
191,2014,COL,NL,6,162,66,96,0.407,49,6164,5612,755,1551,1017,307,41,186,721,85,48,397,1281,0.276,0.327,0.445,0.772,102,2498,121,48,59,48,39,1072,4.7,534,1996,2041,4337,836,0.326,1290,6,0.3,0.169,4.4,63.9,133,107,COL,430,COL,NL,66,162,66,96,0.407,4.84,162,1,1,24,1431.0,1528,818,770,173,531,32,1074,54,8,72,6248,88,4.43,1.439,9.6,1.1,3.3,6.8,2.02,-69,-7.0,-17.3,-14.5,-338.1,-136.63,-12.9,0.05,1478.5783074412764,1455.241818465336,-23.336488975940256,0.037037037037037035,-0.42592592592592593,5.160493827160494,5.049382716049383,-0.34938271604938276,0.06440622972096041,0.20781959766385463,0.03017521090201168,0.08663205710577547,0.14814814814814814,-0.10679012345679013,-2.087037037037037,-0.8433950617283951,0.407
192,2014,MIN,AL,6,162,70,92,0.432,38,6233,5567,715,1412,941,316,27,128,675,99,36,544,1329,0.254,0.324,0.389,0.713,100,2166,97,53,25,44,29,1176,4.4,471,2009,2063,4357,730,0.309,1262,6,0.5,0.135,4.2,73.3,135,94,MIN,388,MIN,AL,70,162,70,92,0.432,4.57,162,2,0,38,1435.0,1588,777,728,147,408,24,1031,45,6,50,6212,86,3.97,1.391,10.0,0.9,2.6,6.5,2.53,-96,-9.3,-11.6,-8.4,-3864.6,-104.83,-9.9,0.0,1455.4095260175152,1455.225382492705,-0.1841435248102243,0.037037037037037035,-0.5925925925925926,4.506172839506172,4.796296296296297,-0.39629629629629637,0.08727739451307556,0.2132199582865394,0.020535857532488367,0.07556553826407829,0.2345679012345679,-0.07160493827160494,-23.855555555555554,-0.6470987654320988,0.432
193,2010,CHW,AL,6,162,88,74,0.543,32,6118,5484,752,1467,1006,263,21,177,710,160,74,467,922,0.268,0.332,0.42,0.752,102,2303,148,79,50,38,23,1046,4.6,461,2013,2066,4327,762,0.292,1285,6,0.4,0.152,5.9,68.4,234,102,CHW,162,CHW,AL,88,162,88,74,0.543,4.09,162,6,2,43,1446.1,1471,704,658,136,490,41,1149,34,9,59,6180,105,3.8,1.356,9.2,0.8,3.0,7.1,2.34,32,3.5,2.7,3.2,660.3,21.3,2.4,0.0,1499.5085990368668,1514.2130366139947,14.70443757712792,0.037037037037037035,0.19753086419753085,4.703703703703703,4.345679012345679,0.2543209876543209,0.07633213468453744,0.15070284406668846,0.02893102321019941,0.07535142203334423,0.2654320987654321,0.016666666666666666,4.075925925925926,0.13148148148148148,0.543
194,2025,SFG,NL,5,162,81,81,0.5,28,6072,5375,705,1261,821,239,28,173,672,68,24,556,1380,0.235,0.311,0.386,0.697,99,2075,103,66,22,52,14,1076,4.4,440,1883,1918,4315,671,0.281,1204,5,0.5,0.151,3.9,73.9,92,90,SFG,239,SFG,NL,81,162,81,81,0.5,3.82,162,1,0,41,1433.2,1353,684,609,143,506,18,1358,69,8,51,6095,105,3.74,1.297,8.5,0.9,3.2,8.5,2.68,17,2.0,4.4,4.0,,33.0,3.3,0.0,1499.2123693113765,1501.5113947121024,2.299025400726123,0.030864197530864196,0.10493827160493827,4.1419753086419755,4.222222222222222,0.17777777777777803,0.09156785243741765,0.22727272727272727,0.028491436100131752,0.07246376811594203,0.25308641975308643,0.027160493827160497,,0.2037037037037037,0.5
195,2016,BAL,AL,5,162,89,73,0.549,40,6089,5524,744,1413,889,265,6,253,710,19,13,468,1324,0.256,0.317,0.443,0.76,101,2449,119,44,17,36,19,1065,4.6,524,1925,1974,4296,777,0.291,1201,5,0.4,0.188,4.2,59.4,32,104,BAL,145,BAL,AL,89,162,89,73,0.549,4.22,162,1,0,54,1432.0,1408,715,671,183,545,23,1248,51,3,59,6122,102,4.31,1.364,8.8,1.2,3.4,7.8,2.29,19,2.4,6.5,-0.5,1621.7,17.34,2.1,0.0,1511.5682002549552,1524.1324408383862,12.564240583431,0.030864197530864196,0.11728395061728394,4.796296296296297,4.41358024691358,0.18641975308641978,0.07685991131548695,0.2174412875677451,0.041550336672688454,0.08605682378058795,0.3333333333333333,0.040123456790123455,10.010493827160493,0.10703703703703704,0.549
196,2012,CLE,AL,5,162,68,94,0.42,38,6195,5525,667,1385,959,266,24,136,635,110,44,555,1087,0.251,0.324,0.381,0.705,99,2107,141,59,17,39,28,1162,4.1,426,1999,2056,4381,696,0.288,1166,5,0.4,0.131,5.1,71.4,154,94,CLE,415,CLE,AL,68,162,68,94,0.42,4.78,162,2,1,43,1442.0,1503,845,766,174,543,27,1086,55,6,67,6283,82,4.4,1.419,9.4,1.1,3.4,6.8,2.0,-155,-14.7,-10.4,-11.9,-3444.1,-153.37,-14.9,0.0,1482.6487925062418,1431.5329372427525,-51.11585526348927,0.030864197530864196,-0.9567901234567902,4.296296296296297,5.216049382716049,-1.1160493827160494,0.08958837772397095,0.1754640839386602,0.02195318805488297,0.06876513317191284,0.2654320987654321,-0.06419753086419754,-21.259876543209877,-0.9467283950617285,0.42
197,2026,CHW,AL,4,113,59,54,0.522,28,4278,3781,533,896,566,173,11,146,509,64,29,380,1024,0.237,0.315,0.404,0.719,101,1529,51,63,24,28,15,744,4.7,330,1339,1362,3017,511,0.284,896,4,0.3,0.167,3.7,68.8,93,94,CHW,470,CHW,AL,59,113,59,54,0.522,4.08,113,0,0,28,1004.0,895,494,455,122,409,14,956,68,8,45,4294,105,4.19,1.299,8.0,1.1,3.7,8.6,2.34,24,2.7,2.1,1.8,,19.59,2.3,0.0,1461.8776614056137,1496.010105386228,34.1324439806142,0.035398230088495575,0.21238938053097345,4.522123893805309,4.371681415929204,0.3283185840707965,0.08882655446470314,0.2393641888733053,0.03412809724170173,0.07713884992987377,0.24778761061946902,0.018584070796460177,,0.1733628318584071,0.522
198,2024,SFG,NL,4,162,80,82,0.494,30,6062,5460,693,1303,830,266,30,177,661,68,22,492,1452,0.239,0.305,0.396,0.701,100,2160,115,52,10,47,15,1075,4.3,473,1847,1896,4351,677,0.29,1177,4,0.3,0.157,3.8,75.6,90,90,SFG,255,SFG,NL,80,162,80,82,0.494,4.1,162,2,2,36,1433.2,1339,699,653,153,526,11,1436,70,6,53,6095,96,3.8,1.301,8.4,1.0,3.3,9.0,2.73,-24,-1.7,2.4,0.9,,8.72,1.7,0.0,1489.6364070586876,1498.687282185627,9.050875126939443,0.024691358024691357,-0.14814814814814814,4.179012345679013,4.314814814814815,-0.014814814814815058,0.08116133289343451,0.2395249092708677,0.029198284394589245,0.07802705377763114,0.2222222222222222,0.014814814814814814,,0.053827160493827166,0.494
199,2022,TBR,AL,4,162,86,76,0.531,24,6008,5412,666,1294,842,296,17,139,634,95,37,500,1395,0.239,0.309,0.377,0.686,99,2041,93,57,7,31,13,1074,4.1,452,1851,1884,4286,652,0.295,1161,4,0.3,0.138,3.9,72.0,132,87,TBR,179,TBR,AL,86,162,86,76,0.531,3.41,162,0,0,44,1435.2,1260,614,544,172,384,15,1384,66,4,54,5930,108,3.68,1.145,7.9,1.1,2.4,8.7,3.6,40,4.9,9.8,10.6,,69.4,8.4,0.0,1547.5566247528252,1537.589636750154,-9.966988002671089,0.024691358024691357,0.24691358024691357,4.0246913580246915,3.7901234567901234,0.30987654320987623,0.08322237017310254,0.23219041278295605,0.023135818908122503,0.07523302263648468,0.2716049382716049,0.060493827160493834,,0.4283950617283951,0.531
200,2021,LAD,NL,4,162,106,56,0.654,61,6239,5445,830,1330,822,247,24,237,799,65,17,613,1408,0.244,0.33,0.429,0.759,101,2336,96,104,32,45,36,1169,5.1,508,2047,2091,4305,837,0.284,1392,4,0.0,0.185,3.9,79.3,82,105,LAD,6,LAD,NL,106,162,106,56,0.654,3.01,162,1,0,56,1452.0,1107,561,486,161,486,43,1599,63,9,52,5948,141,3.54,1.097,6.9,1.0,3.0,9.9,3.29,184,19.2,22.6,18.4,377.9,210.81,22.1,0.06,1554.951957983341,1605.9542915912873,51.00233360794664,0.024691358024691357,1.1358024691358024,5.166666666666667,3.462962962962963,1.6370370370370368,0.09825292514826094,0.2256771918576695,0.03798685686808784,0.08142330501682962,0.345679012345679,0.13950617283950617,2.3327160493827157,1.3012962962962964,0.654
201,2015,SFG,NL,4,162,84,78,0.519,48,6153,5565,696,1486,1023,288,39,136,663,93,36,457,1159,0.267,0.326,0.406,0.732,101,2260,142,49,45,37,30,1130,4.3,463,1992,2037,4339,750,0.313,1223,4,0.3,0.139,4.8,72.1,129,98,SFG,211,SFG,NL,84,162,84,78,0.519,3.72,162,7,4,41,1444.1,1344,627,597,155,431,28,1165,50,4,40,6009,104,3.91,1.229,8.4,1.0,2.7,7.3,2.7,30,3.4,3.5,4.1,62.6,42.39,4.8,0.05,1507.270550586025,1516.8956246678986,9.625074081873665,0.024691358024691357,0.18518518518518517,4.62962962962963,3.8703703703703702,0.4296296296296296,0.07427271249796848,0.18836339996749554,0.022103039167885585,0.0752478465789046,0.25308641975308643,0.021604938271604937,0.38641975308641974,0.26166666666666666,0.519
202,2013,PIT,NL,4,162,94,68,0.58,48,6135,5486,634,1346,877,273,35,161,603,94,42,469,1330,0.245,0.313,0.396,0.709,100,2172,120,88,62,29,41,1126,3.9,469,1903,1956,4393,708,0.294,1076,4,0.1,0.151,4.1,69.1,136,92,PIT,70,PIT,NL,94,162,94,68,0.58,3.26,162,3,0,55,1470.2,1299,577,533,101,515,26,1261,70,6,81,6147,110,3.42,1.233,7.9,0.6,3.2,7.7,2.45,54,6.2,13.2,7.7,232.7,59.13,7.1,0.06,1479.174489014235,1521.8134345168796,42.638945502644674,0.024691358024691357,0.3333333333333333,4.37037037037037,3.5617283950617282,0.3382716049382717,0.07644661776691117,0.21678891605541972,0.02624286878565607,0.07644661776691117,0.3395061728395062,0.08148148148148147,1.4364197530864198,0.365,0.58
203,2012,WSN,NL,4,162,98,64,0.605,43,6221,5615,731,1468,948,301,25,194,688,105,35,479,1325,0.261,0.322,0.428,0.75,101,2401,110,41,50,36,43,1127,4.5,520,1988,2048,4378,793,0.308,1225,4,0.2,0.166,4.2,75.0,140,102,WSN,30,WSN,NL,98,162,98,64,0.605,3.33,162,3,1,51,1468.1,1296,594,543,129,497,32,1325,47,4,62,6133,120,3.54,1.221,7.9,0.8,3.0,8.1,2.67,108,11.5,11.1,8.5,201.2,109.35,11.7,0.05,1493.1291712409568,1545.4842314729951,52.35506023203834,0.024691358024691357,0.6666666666666666,4.895061728395062,3.6666666666666665,0.8333333333333335,0.0769972673203665,0.21298826555216202,0.031184696994052404,0.08358784761292397,0.3148148148148148,0.06851851851851852,1.2419753086419751,0.6749999999999999,0.605
204,2010,STL,NL,4,162,86,76,0.531,42,6241,5542,736,1456,1003,285,18,150,689,79,41,541,1027,0.263,0.332,0.402,0.733,100,2227,124,50,66,40,78,1164,4.5,453,2047,2106,4357,773,0.296,1275,4,0.0,0.139,5.4,65.8,120,100,STL,192,STL,NL,86,162,86,76,0.531,3.57,162,7,3,32,1453.2,1412,641,577,133,477,32,1094,48,4,42,6137,109,3.85,1.299,8.7,0.8,3.0,6.8,2.29,48,5.7,4.8,4.4,17.5,58.66,7.1,0.22,1516.6385193959218,1516.7804969547483,0.1419775588267384,0.024691358024691357,0.2962962962962963,4.771604938271605,3.95679012345679,0.5432098765432101,0.0866848261496555,0.16455696202531644,0.02403460983816696,0.07258452171126423,0.19753086419753085,0.029629629629629627,0.10802469135802469,0.36209876543209873,0.531
205,2026,DET,AL,3,114,55,59,0.482,27,4330,3836,515,929,591,173,23,142,492,35,17,404,988,0.242,0.319,0.41,0.729,101,1574,66,43,6,36,7,794,4.5,338,1376,1399,3032,525,0.287,865,3,0.2,0.168,3.9,67.3,52,97,DET,492,DET,AL,55,114,55,59,0.482,3.57,114,0,0,22,1009.2,876,446,400,111,347,8,948,50,3,26,4225,121,3.82,1.211,7.8,1.0,3.1,8.5,2.73,78,8.4,0.6,6.3,,71.95,8.3,0.0,1499.5400183011225,1517.6059348213068,18.065916520184373,0.02631578947368421,0.6842105263157895,4.605263157894737,3.912280701754386,0.5877192982456139,0.09330254041570439,0.228175519630485,0.03279445727482679,0.07806004618937644,0.19298245614035087,0.005263157894736842,,0.631140350877193,0.482
206,2026,ATL,NL,2,114,69,45,0.605,34,4295,3866,557,963,624,179,8,152,536,56,18,339,915,0.249,0.315,0.417,0.732,101,1614,56,47,6,34,9,748,4.9,339,1349,1376,3017,534,0.286,941,2,0.0,0.168,4.2,75.7,74,97,ATL,391,ATL,NL,69,114,69,45,0.605,3.63,114,0,0,36,1013.1,864,444,409,130,389,9,973,38,2,25,4248,116,4.1,1.237,7.7,1.2,3.5,8.6,2.5,66,7.3,8.8,7.1,,71.33,7.7,0.0,1505.2940029183126,1534.8346203696703,29.54061745135777,0.017543859649122806,0.5789473684210527,4.684210526315789,3.8947368421052633,1.005263157894737,0.0789289871944121,0.21303841676367868,0.03538998835855646,0.0789289871944121,0.3157894736842105,0.07719298245614035,,0.6257017543859649,0.605
207,2020,BAL,AL,2,60,25,35,0.417,21,2242,2026,274,523,337,102,7,77,264,19,14,164,514,0.258,0.321,0.429,0.75,102,870,32,27,15,10,5,410,4.6,186,714,737,1574,286,0.309,461,2,0.1,0.171,3.9,57.6,33,101,BAL,536,BAL,AL,25,60,25,35,0.417,4.51,60,0,0,11,518.2,489,294,260,79,192,2,487,34,4,35,2246,105,4.6,1.313,8.5,1.4,3.3,8.5,2.54,7,1.0,-1.5,-0.9,,-5.34,-0.2,0.0,1449.5505826740505,1455.0943470926377,5.5437644185869885,0.03333333333333333,0.11666666666666667,4.766666666666667,4.9,-0.3000000000000007,0.07314897413024085,0.22925958965209633,0.034344335414808205,0.08296164139161463,0.18333333333333332,-0.025,,-0.089,0.417
208,2019,SEA,AL,2,162,68,94,0.42,51,6199,5500,758,1305,784,254,28,239,730,115,47,588,1581,0.237,0.316,0.424,0.74,99,2332,83,58,14,37,7,1080,4.7,521,1951,1998,4376,766,0.287,1249,2,0.0,0.187,3.5,71.0,162,101,SEA,406,SEA,AL,68,162,68,94,0.42,4.99,162,3,2,34,1439.1,1484,893,798,260,505,25,1239,51,4,75,6268,88,5.0,1.382,9.3,1.6,3.2,7.7,2.45,-119,-10.7,-9.8,-11.7,-3243.3,-124.59,-11.3,0.0,1500.7879936365186,1464.913118453758,-35.87487518276066,0.012345679012345678,-0.7345679012345679,4.728395061728395,5.512345679012346,-0.8123456790123456,0.09485400871108243,0.25504113566704306,0.03855460558154541,0.08404581384094209,0.20987654320987653,-0.060493827160493834,-20.020370370370372,-0.7690740740740741,0.42
209,2016,TBR,AL,2,162,68,94,0.42,39,6046,5481,672,1333,797,288,32,216,647,60,37,449,1482,0.243,0.307,0.426,0.733,100,2333,88,69,18,28,20,1060,4.1,536,1851,1896,4319,726,0.293,1103,2,0.1,0.182,3.7,61.9,97,98,TBR,411,TBR,AL,68,162,68,94,0.42,4.2,162,1,1,42,1426.1,1395,713,665,210,491,25,1357,32,7,61,6076,96,4.26,1.322,8.8,1.3,3.1,8.6,2.76,-28,-2.5,-4.0,-1.5,-1010.0,-2.38,0.0,0.0,1502.2275986312245,1483.1985545275318,-19.02904410369274,0.012345679012345678,-0.1728395061728395,4.481481481481482,4.401234567901234,-0.3012345679012345,0.07426397618260007,0.24512074098577571,0.03572609990076083,0.0886536553092954,0.25925925925925924,-0.024691358024691357,-6.234567901234568,-0.014691358024691358,0.42
210,2023,LAA,AL,1,162,73,89,0.451,31,6145,5489,739,1346,841,248,26,231,708,72,31,518,1524,0.245,0.317,0.426,0.743,101,2339,117,79,8,46,27,1102,4.6,505,1943,1978,4345,765,0.295,1216,1,-0.2,0.181,3.6,69.9,103,100,LAA,350,LAA,AL,73,162,73,89,0.451,4.64,162,1,1,43,1431.2,1394,829,738,209,636,41,1445,88,8,70,6305,97,4.65,1.418,8.8,1.3,4.0,9.1,2.27,-36,-3.1,-5.0,-6.6,-45.2,-75.04,-6.6,0.1,1487.0599722475272,1458.244472965783,-28.815499281744223,0.006172839506172839,-0.2222222222222222,4.722222222222222,5.117283950617284,-0.5172839506172844,0.08429617575264442,0.24800650935720098,0.03759153783563873,0.0821806346623271,0.2654320987654321,-0.030864197530864196,-0.27901234567901234,-0.46320987654320994,0.451
211,2021,NYY,AL,1,162,92,70,0.568,47,6060,5331,711,1266,819,213,12,222,666,63,18,621,1482,0.237,0.322,0.407,0.729,100,2169,154,63,10,34,14,1097,4.4,447,1950,1981,4281,711,0.285,1155,1,0.0,0.169,3.6,77.8,81,98,NYY,97,NYY,AL,92,162,92,70,0.568,3.74,162,3,2,47,1435.0,1243,669,596,196,492,10,1569,56,8,85,5999,115,3.9,1.209,7.8,1.2,3.1,9.8,3.19,81,8.3,9.7,7.8,4853.7,93.04,9.9,0.0,1526.424104158842,1535.3075030054254,8.883398846583304,0.006172839506172839,0.5,4.388888888888889,4.12962962962963,0.2703703703703706,0.10247524752475247,0.24455445544554455,0.03663366336633663,0.07376237623762376,0.29012345679012347,0.05987654320987654,29.96111111111111,0.574320987654321,0.568
